userid,total_login_count,days_since_last_login,email_freq,platform
1954,1,48.0,BI_MONTHLY,HP
1955,4,6.0,BI_MONTHLY,HP
1956,3,13.0,BI_MONTHLY,HP
1957,2,22.0,BI_MONTHLY,HP
1958,1,47.0,BI_MONTHLY,HP
1959,1,47.0,BI_MONTHLY,HP
1960,1,46.0,BI_MONTHLY,HP
1961,1,46.0,BI_MONTHLY,HP
1962,1,46.0,BI_MONTHLY,HP
1963,1,46.0,BI_MONTHLY,HP
1964,3,40.0,BI_MONTHLY,HP
1965,1,45.0,BI_MONTHLY,HP
1966,1,45.0,BI_MONTHLY,HP
1967,1,45.0,BI_MONTHLY,HP
1968,1,45.0,BI_MONTHLY,HP
1969,3,19.0,BI_MONTHLY,HP
1970,1,45.0,BI_MONTHLY,HP
1971,1,45.0,BI_MONTHLY,HP
1972,2,39.0,BI_MONTHLY,HP
1973,2,41.0,BI_MONTHLY,HP
1974,3,42.0,BI_MONTHLY,HP
1975,2,42.0,BI_MONTHLY,HP
1976,1,42.0,BI_MONTHLY,HP
1978,1,42.0,BI_MONTHLY,HP
1979,1,42.0,BI_MONTHLY,HP
1980,1,42.0,BI_MONTHLY,HP
1981,2,35.0,BI_MONTHLY,HP
1982,3,35.0,BI_MONTHLY,HP
1983,1,41.0,BI_MONTHLY,HP
1984,2,25.0,BI_MONTHLY,HP
1985,5,24.0,BI_MONTHLY,HP
1986,3,20.0,BI_MONTHLY,HP
1987,1,40.0,BI_MONTHLY,HP
1988,2,24.0,BI_MONTHLY,HP
1989,2,7.0,BI_MONTHLY,HP
1990,2,26.0,BI_MONTHLY,HP
1991,5,0.0,BI_MONTHLY,HP
1992,1,39.0,BI_MONTHLY,HP
1993,2,34.0,BI_MONTHLY,HP
1994,1,38.0,BI_MONTHLY,HP
1995,1,38.0,BI_MONTHLY,HP
1996,1,38.0,BI_MONTHLY,HP
1997,1,38.0,BI_MONTHLY,HP
1998,1,38.0,BI_MONTHLY,HP
1999,3,21.0,BI_MONTHLY,HP
2000,1,38.0,BI_MONTHLY,HP
2001,1,38.0,BI_MONTHLY,HP
2002,1,38.0,BI_MONTHLY,HP
2004,2,14.0,BI_MONTHLY,HP
2005,2,20.0,BI_MONTHLY,HP
2006,1,35.0,BI_MONTHLY,HP
2007,3,28.0,BI_MONTHLY,HP
2008,3,12.0,BI_MONTHLY,HP
2009,1,35.0,BI_MONTHLY,HP
2010,1,35.0,BI_MONTHLY,HP
2011,2,34.0,BI_MONTHLY,HP
2012,13,10.0,BI_MONTHLY,HP
2013,1,34.0,BI_MONTHLY,HP
2014,4,26.0,BI_MONTHLY,HP
2015,8,13.0,BI_MONTHLY,HP
2016,8,3.0,BI_MONTHLY,HP
2017,1,33.0,BI_MONTHLY,HP
2018,4,13.0,BI_MONTHLY,HP
2019,1,33.0,BI_MONTHLY,HP
2020,7,24.0,BI_MONTHLY,HP
2021,1,33.0,BI_MONTHLY,HP
2022,2,27.0,BI_MONTHLY,HP
2023,2,19.0,BI_MONTHLY,HP
2024,1,32.0,BI_MONTHLY,HP
2025,1,32.0,BI_MONTHLY,HP
2026,10,5.0,BI_MONTHLY,HP
2027,2,31.0,BI_MONTHLY,HP
2028,1,31.0,BI_MONTHLY,HP
2029,1,31.0,BI_MONTHLY,HP
2030,1,28.0,BI_MONTHLY,HP
2031,1,28.0,BI_MONTHLY,HP
2032,2,24.0,BI_MONTHLY,HP
2033,2,5.0,BI_MONTHLY,HP
2034,1,27.0,BI_MONTHLY,HP
2035,2,12.0,BI_MONTHLY,HP
2036,3,0.0,BI_MONTHLY,HP
2037,1,27.0,BI_MONTHLY,HP
2038,1,27.0,BI_MONTHLY,HP
2039,3,12.0,BI_MONTHLY,HP
2040,1,26.0,BI_MONTHLY,HP
2042,1,26.0,BI_MONTHLY,HP
2043,1,26.0,BI_MONTHLY,HP
2044,1,26.0,BI_MONTHLY,HP
2045,1,26.0,BI_MONTHLY,HP
2046,1,26.0,BI_MONTHLY,HP
2047,1,26.0,BI_MONTHLY,HP
2048,2,26.0,BI_MONTHLY,HP
2049,1,26.0,BI_MONTHLY,HP
2050,1,26.0,BI_MONTHLY,HP
2051,1,26.0,BI_MONTHLY,HP
2052,1,25.0,BI_MONTHLY,HP
2053,4,0.0,BI_MONTHLY,HP
2054,1,24.0,BI_MONTHLY,HP
2055,1,24.0,BI_MONTHLY,HP
2056,1,24.0,BI_MONTHLY,HP
2057,1,24.0,BI_MONTHLY,HP
2058,1,24.0,BI_MONTHLY,HP
2059,1,24.0,BI_MONTHLY,HP
2060,1,24.0,BI_MONTHLY,HP
2061,1,23.0,BI_MONTHLY,HP
2062,1,21.0,BI_MONTHLY,HP
2063,1,21.0,BI_MONTHLY,HP
2064,2,20.0,BI_MONTHLY,HP
2065,10,1.0,BI_MONTHLY,HP
2066,1,19.0,BI_MONTHLY,HP
2067,2,11.0,BI_MONTHLY,HP
2068,1,19.0,BI_MONTHLY,HP
2069,1,19.0,BI_MONTHLY,HP
2070,1,19.0,BI_MONTHLY,HP
2071,1,18.0,BI_MONTHLY,HP
2072,1,18.0,BI_MONTHLY,HP
2073,1,18.0,BI_MONTHLY,HP
2074,2,4.0,BI_MONTHLY,HP
2075,2,15.0,BI_MONTHLY,HP
2076,4,10.0,BI_MONTHLY,HP
2077,2,0.0,BI_MONTHLY,HP
2078,1,14.0,BI_MONTHLY,HP
2079,1,14.0,BI_MONTHLY,HP
2080,2,14.0,BI_MONTHLY,HP
2081,1,14.0,BI_MONTHLY,HP
2082,1,13.0,BI_MONTHLY,HP
2083,1,13.0,BI_MONTHLY,HP
2084,1,13.0,BI_MONTHLY,HP
2085,1,13.0,BI_MONTHLY,HP
2086,1,12.0,BI_MONTHLY,HP
2087,2,12.0,BI_MONTHLY,HP
2088,1,12.0,BI_MONTHLY,HP
2089,2,6.0,BI_MONTHLY,HP
2090,1,12.0,BI_MONTHLY,HP
2091,1,12.0,BI_MONTHLY,HP
2092,1,12.0,BI_MONTHLY,HP
2093,1,11.0,BI_MONTHLY,HP
2094,2,11.0,BI_MONTHLY,HP
2095,1,11.0,BI_MONTHLY,HP
2096,2,10.0,BI_MONTHLY,HP
2097,1,10.0,BI_MONTHLY,HP
2098,1,9.0,BI_MONTHLY,HP
2099,1,7.0,BI_MONTHLY,HP
2100,1,6.0,BI_MONTHLY,HP
2101,1,6.0,BI_MONTHLY,HP
2102,1,6.0,BI_MONTHLY,HP
2103,2,5.0,BI_MONTHLY,HP
2104,1,5.0,BI_MONTHLY,HP
2105,1,5.0,BI_MONTHLY,HP
2106,2,5.0,BI_MONTHLY,HP
2107,1,5.0,BI_MONTHLY,HP
2108,1,3.0,BI_MONTHLY,HP
3,41,0.0,WEEKLY,HP Sales
4,5,13.0,NONE,HP Sales
5,5,18.0,NONE,HP Sales
6,2,6.0,NONE,HP Sales
7,18,10.0,NONE,HP Sales
8,2,17.0,NONE,HP Sales
9,15,13.0,NONE,HP Sales
11,2,41.0,NONE,HP Sales
12,9,10.0,WEEKLY,HP Sales
14,1,42.0,NONE,HP Sales
17,1,46.0,NONE,HP Sales
18,2,46.0,NONE,HP Sales
22,2,18.0,NONE,HP Sales
24,6,14.0,DAILY,HP Sales
25,4,17.0,MONTHLY,HP Sales
26,10,18.0,MONTHLY,HP Sales
27,4,18.0,MONTHLY,HP Sales
28,8,32.0,MONTHLY,HP Sales
29,2,33.0,MONTHLY,HP Sales
30,3,32.0,MONTHLY,HP Sales
31,8,18.0,MONTHLY,HP Sales
32,5,18.0,MONTHLY,HP Sales
33,5,14.0,MONTHLY,HP Sales
35,4,31.0,WEEKLY,HP Sales
36,4,18.0,MONTHLY,HP Sales
38,1,34.0,MONTHLY,HP Sales
39,1,33.0,MONTHLY,HP Sales
40,1,32.0,MONTHLY,HP Sales
41,2,18.0,WEEKLY,HP Sales
42,2,18.0,MONTHLY,HP Sales
43,15,12.0,MONTHLY,HP Sales
44,6,7.0,DAILY,HP Sales
45,1,32.0,MONTHLY,HP Sales
46,5,18.0,WEEKLY,HP Sales
47,2,11.0,MONTHLY,HP Sales
48,3,18.0,MONTHLY,HP Sales
49,1,32.0,MONTHLY,HP Sales
50,12,3.0,MONTHLY,HP Sales
51,1,32.0,WEEKLY,HP Sales
52,2,18.0,WEEKLY,HP Sales
53,2,32.0,NONE,HP Sales
54,5,28.0,NONE,HP Sales
55,3,0.0,MONTHLY,HP Sales
56,1,32.0,MONTHLY,HP Sales
57,4,18.0,MONTHLY,HP Sales
58,1,32.0,MONTHLY,HP Sales
59,5,0.0,MONTHLY,HP Sales
60,1,32.0,MONTHLY,HP Sales
61,3,17.0,MONTHLY,HP Sales
62,2,31.0,MONTHLY,HP Sales
63,1,32.0,MONTHLY,HP Sales
64,1,32.0,MONTHLY,HP Sales
65,2,18.0,MONTHLY,HP Sales
66,2,14.0,MONTHLY,HP Sales
67,1,32.0,MONTHLY,HP Sales
68,3,18.0,MONTHLY,HP Sales
69,5,12.0,MONTHLY,HP Sales
70,1,32.0,MONTHLY,HP Sales
71,2,17.0,MONTHLY,HP Sales
72,2,7.0,MONTHLY,HP Sales
73,1,32.0,MONTHLY,HP Sales
74,2,14.0,MONTHLY,HP Sales
75,1,32.0,NONE,HP Sales
76,2,28.0,MONTHLY,HP Sales
77,2,22.0,MONTHLY,HP Sales
78,5,14.0,MONTHLY,HP Sales
79,2,31.0,MONTHLY,HP Sales
80,1,31.0,MONTHLY,HP Sales
81,2,18.0,MONTHLY,HP Sales
82,2,13.0,MONTHLY,HP Sales
83,1,28.0,MONTHLY,HP Sales
84,1,28.0,MONTHLY,HP Sales
85,2,27.0,MONTHLY,HP Sales
86,3,4.0,MONTHLY,HP Sales
87,1,28.0,MONTHLY,HP Sales
88,1,24.0,MONTHLY,HP Sales
89,1,20.0,DAILY,HP Sales
90,3,18.0,MONTHLY,HP Sales
91,1,18.0,MONTHLY,HP Sales
92,2,17.0,MONTHLY,HP Sales
93,1,17.0,MONTHLY,HP Sales
95,1,17.0,MONTHLY,HP Sales
96,1,13.0,MONTHLY,HP Sales
97,1,11.0,MONTHLY,HP Sales
99,2,6.0,MONTHLY,HP Sales
100,2,6.0,MONTHLY,HP Sales
101,1,6.0,MONTHLY,HP Sales
102,1,6.0,MONTHLY,HP Sales
103,1,0.0,MONTHLY,HP Sales
5,358,0.0,MONTHLY,Henkel ACC
10,146,33.0,MONTHLY,Henkel ACC
11,84,14.0,MONTHLY,Henkel ACC
12,33,5.0,MONTHLY,Henkel ACC
13,74,11.0,MONTHLY,Henkel ACC
17,84,25.0,MONTHLY,Henkel ACC
24,56,48.0,MONTHLY,Henkel ACC
35,4,60.0,MONTHLY,Henkel ACC
40,38,47.0,MONTHLY,Henkel ACC
42,52,34.0,MONTHLY,Henkel ACC
51,15,38.0,MONTHLY,Henkel ACC
53,38,63.0,MONTHLY,Henkel ACC
57,13,49.0,MONTHLY,Henkel ACC
61,3,45.0,MONTHLY,Henkel ACC
68,36,10.0,MONTHLY,Henkel ACC
72,23,76.0,MONTHLY,Henkel ACC
73,28,35.0,MONTHLY,Henkel ACC
74,20,35.0,MONTHLY,Henkel ACC
75,20,70.0,MONTHLY,Henkel ACC
79,41,7.0,MONTHLY,Henkel ACC
87,16,33.0,MONTHLY,Henkel ACC
88,32,63.0,MONTHLY,Henkel ACC
91,20,63.0,MONTHLY,Henkel ACC
93,8,56.0,MONTHLY,Henkel ACC
96,69,28.0,MONTHLY,Henkel ACC
97,6,60.0,MONTHLY,Henkel ACC
98,12,55.0,MONTHLY,Henkel ACC
105,53,34.0,MONTHLY,Henkel ACC
107,50,34.0,MONTHLY,Henkel ACC
110,41,14.0,MONTHLY,Henkel ACC
117,40,61.0,MONTHLY,Henkel ACC
118,42,20.0,MONTHLY,Henkel ACC
120,30,6.0,MONTHLY,Henkel ACC
127,114,3.0,MONTHLY,Henkel ACC
132,21,4.0,MONTHLY,Henkel ACC
133,14,34.0,MONTHLY,Henkel ACC
139,7,49.0,MONTHLY,Henkel ACC
141,40,47.0,MONTHLY,Henkel ACC
145,100,19.0,MONTHLY,Henkel ACC
146,52,34.0,MONTHLY,Henkel ACC
147,41,34.0,MONTHLY,Henkel ACC
148,61,49.0,MONTHLY,Henkel ACC
158,11,55.0,MONTHLY,Henkel ACC
163,16,88.0,MONTHLY,Henkel ACC
170,23,35.0,MONTHLY,Henkel ACC
173,12,63.0,MONTHLY,Henkel ACC
175,16,89.0,MONTHLY,Henkel ACC
176,6,73.0,MONTHLY,Henkel ACC
180,23,48.0,MONTHLY,Henkel ACC
182,21,39.0,MONTHLY,Henkel ACC
184,78,59.0,MONTHLY,Henkel ACC
189,16,35.0,MONTHLY,Henkel ACC
190,13,35.0,MONTHLY,Henkel ACC
195,5,53.0,MONTHLY,Henkel ACC
198,14,48.0,MONTHLY,Henkel ACC
200,15,80.0,WEEKLY,Henkel ACC
206,8,14.0,MONTHLY,Henkel ACC
208,66,47.0,MONTHLY,Henkel ACC
209,10,21.0,MONTHLY,Henkel ACC
210,26,55.0,MONTHLY,Henkel ACC
213,38,63.0,MONTHLY,Henkel ACC
215,31,59.0,MONTHLY,Henkel ACC
218,9,17.0,MONTHLY,Henkel ACC
224,49,0.0,MONTHLY,Henkel ACC
226,35,10.0,MONTHLY,Henkel ACC
229,65,19.0,MONTHLY,Henkel ACC
236,15,21.0,MONTHLY,Henkel ACC
241,2,35.0,MONTHLY,Henkel ACC
242,22,19.0,MONTHLY,Henkel ACC
243,6,49.0,MONTHLY,Henkel ACC
248,36,20.0,MONTHLY,Henkel ACC
249,73,28.0,MONTHLY,Henkel ACC
251,21,19.0,MONTHLY,Henkel ACC
252,54,13.0,MONTHLY,Henkel ACC
253,10,41.0,MONTHLY,Henkel ACC
254,18,41.0,MONTHLY,Henkel ACC
255,80,28.0,MONTHLY,Henkel ACC
258,17,11.0,MONTHLY,Henkel ACC
262,11,7.0,MONTHLY,Henkel ACC
264,11,10.0,MONTHLY,Henkel ACC
267,43,66.0,MONTHLY,Henkel ACC
275,6,66.0,MONTHLY,Henkel ACC
283,35,21.0,MONTHLY,Henkel ACC
286,12,70.0,MONTHLY,Henkel ACC
290,19,3.0,MONTHLY,Henkel ACC
292,38,35.0,MONTHLY,Henkel ACC
293,5,49.0,MONTHLY,Henkel ACC
294,6,45.0,MONTHLY,Henkel ACC
295,5,42.0,MONTHLY,Henkel ACC
296,31,28.0,MONTHLY,Henkel ACC
306,11,48.0,MONTHLY,Henkel ACC
308,20,6.0,MONTHLY,Henkel ACC
309,3,6.0,MONTHLY,Henkel ACC
314,84,5.0,MONTHLY,Henkel ACC
320,49,19.0,MONTHLY,Henkel ACC
321,5,11.0,MONTHLY,Henkel ACC
323,23,6.0,MONTHLY,Henkel ACC
324,22,81.0,MONTHLY,Henkel ACC
325,51,12.0,MONTHLY,Henkel ACC
327,28,11.0,MONTHLY,Henkel ACC
328,11,35.0,MONTHLY,Henkel ACC
329,15,6.0,MONTHLY,Henkel ACC
330,9,6.0,MONTHLY,Henkel ACC
335,63,0.0,MONTHLY,Henkel ACC
336,36,4.0,MONTHLY,Henkel ACC
337,10,6.0,MONTHLY,Henkel ACC
338,20,25.0,MONTHLY,Henkel ACC
339,29,49.0,MONTHLY,Henkel ACC
341,49,0.0,MONTHLY,Henkel ACC
343,99,4.0,MONTHLY,Henkel ACC
346,33,32.0,MONTHLY,Henkel ACC
348,25,80.0,MONTHLY,Henkel ACC
349,7,32.0,MONTHLY,Henkel ACC
351,60,4.0,MONTHLY,Henkel ACC
361,5,48.0,MONTHLY,Henkel ACC
374,33,7.0,MONTHLY,Henkel ACC
377,24,10.0,MONTHLY,Henkel ACC
392,14,28.0,MONTHLY,Henkel ACC
395,11,80.0,MONTHLY,Henkel ACC
403,9,11.0,MONTHLY,Henkel ACC
408,66,18.0,MONTHLY,Henkel ACC
414,23,66.0,MONTHLY,Henkel ACC
416,34,14.0,MONTHLY,Henkel ACC
423,21,89.0,MONTHLY,Henkel ACC
433,10,55.0,MONTHLY,Henkel ACC
437,6,46.0,MONTHLY,Henkel ACC
438,25,48.0,MONTHLY,Henkel ACC
442,22,34.0,MONTHLY,Henkel ACC
471,34,66.0,MONTHLY,Henkel ACC
472,3,48.0,MONTHLY,Henkel ACC
483,22,28.0,MONTHLY,Henkel ACC
485,40,35.0,MONTHLY,Henkel ACC
486,6,35.0,MONTHLY,Henkel ACC
487,40,12.0,MONTHLY,Henkel ACC
492,144,28.0,MONTHLY,Henkel ACC
496,137,39.0,MONTHLY,Henkel ACC
506,11,28.0,MONTHLY,Henkel ACC
521,40,41.0,MONTHLY,Henkel ACC
522,15,62.0,MONTHLY,Henkel ACC
526,25,0.0,DAILY,Henkel ACC
528,13,49.0,MONTHLY,Henkel ACC
533,15,66.0,MONTHLY,Henkel ACC
544,111,11.0,MONTHLY,Henkel ACC
545,34,33.0,MONTHLY,Henkel ACC
546,13,35.0,MONTHLY,Henkel ACC
549,19,53.0,MONTHLY,Henkel ACC
552,40,9.0,MONTHLY,Henkel ACC
556,224,10.0,MONTHLY,Henkel ACC
557,5,34.0,MONTHLY,Henkel ACC
568,32,19.0,MONTHLY,Henkel ACC
583,374,31.0,MONTHLY,Henkel ACC
584,18,48.0,MONTHLY,Henkel ACC
590,32,66.0,MONTHLY,Henkel ACC
594,22,59.0,MONTHLY,Henkel ACC
605,7,31.0,MONTHLY,Henkel ACC
606,18,66.0,MONTHLY,Henkel ACC
609,23,20.0,MONTHLY,Henkel ACC
623,34,34.0,MONTHLY,Henkel ACC
627,3,75.0,MONTHLY,Henkel ACC
635,5,42.0,MONTHLY,Henkel ACC
649,11,47.0,MONTHLY,Henkel ACC
658,19,20.0,MONTHLY,Henkel ACC
670,42,34.0,MONTHLY,Henkel ACC
672,7,35.0,NONE,Henkel ACC
683,12,13.0,MONTHLY,Henkel ACC
687,41,34.0,MONTHLY,Henkel ACC
691,9,250.0,MONTHLY,Henkel ACC
697,18,35.0,MONTHLY,Henkel ACC
700,4,34.0,MONTHLY,Henkel ACC
702,54,0.0,MONTHLY,Henkel ACC
703,24,7.0,MONTHLY,Henkel ACC
706,33,34.0,MONTHLY,Henkel ACC
707,20,24.0,MONTHLY,Henkel ACC
709,11,62.0,MONTHLY,Henkel ACC
711,11,3.0,MONTHLY,Henkel ACC
712,59,5.0,MONTHLY,Henkel ACC
715,4,83.0,MONTHLY,Henkel ACC
716,10,49.0,MONTHLY,Henkel ACC
721,5,45.0,MONTHLY,Henkel ACC
722,10,39.0,MONTHLY,Henkel ACC
723,6,19.0,MONTHLY,Henkel ACC
728,6,35.0,MONTHLY,Henkel ACC
735,12,48.0,NONE,Henkel ACC
738,10,17.0,MONTHLY,Henkel ACC
739,57,19.0,MONTHLY,Henkel ACC
743,35,38.0,MONTHLY,Henkel ACC
757,5,76.0,MONTHLY,Henkel ACC
762,14,5.0,MONTHLY,Henkel ACC
765,4,32.0,MONTHLY,Henkel ACC
768,6,11.0,MONTHLY,Henkel ACC
776,19,70.0,MONTHLY,Henkel ACC
777,9,10.0,MONTHLY,Henkel ACC
780,9,48.0,MONTHLY,Henkel ACC
786,14,7.0,MONTHLY,Henkel ACC
792,6,49.0,MONTHLY,Henkel ACC
794,18,63.0,MONTHLY,Henkel ACC
795,14,50.0,MONTHLY,Henkel ACC
801,12,50.0,MONTHLY,Henkel ACC
804,13,49.0,NONE,Henkel ACC
808,3,28.0,MONTHLY,Henkel ACC
809,15,49.0,MONTHLY,Henkel ACC
811,13,34.0,MONTHLY,Henkel ACC
817,15,7.0,MONTHLY,Henkel ACC
819,3,48.0,MONTHLY,Henkel ACC
824,6,66.0,MONTHLY,Henkel ACC
831,3,47.0,MONTHLY,Henkel ACC
833,10,81.0,MONTHLY,Henkel ACC
842,2,66.0,MONTHLY,Henkel ACC
846,9,6.0,MONTHLY,Henkel ACC
849,4,0.0,MONTHLY,Henkel ACC
850,6,11.0,MONTHLY,Henkel ACC
851,10,6.0,MONTHLY,Henkel ACC
852,6,10.0,MONTHLY,Henkel ACC
854,1,18.0,MONTHLY,Henkel ACC
855,3,89.0,MONTHLY,Henkel ACC
856,2,73.0,MONTHLY,Henkel ACC
857,6,14.0,MONTHLY,Henkel ACC
860,5,31.0,MONTHLY,Henkel ACC
862,3,46.0,MONTHLY,Henkel ACC
863,7,49.0,MONTHLY,Henkel ACC
864,18,20.0,MONTHLY,Henkel ACC
866,1,55.0,MONTHLY,Henkel ACC
867,18,7.0,MONTHLY,Henkel ACC
868,9,10.0,MONTHLY,Henkel ACC
869,4,10.0,MONTHLY,Henkel ACC
870,1,4.0,MONTHLY,Henkel ACC
3,429,11.0,DAILY,Henkel ACC NA
4,340,3.0,DAILY,Henkel ACC NA
5,778,0.0,DAILY,Henkel ACC NA
9,157,0.0,WEEKLY,Henkel ACC NA
10,305,39.0,DAILY,Henkel ACC NA
12,14,12.0,WEEKLY,Henkel ACC NA
13,46,81.0,DAILY,Henkel ACC NA
14,66,63.0,WEEKLY,Henkel ACC NA
16,1070,12.0,WEEKLY,Henkel ACC NA
17,171,17.0,DAILY,Henkel ACC NA
18,1973,9.0,BI_MONTHLY,Henkel ACC NA
19,83,25.0,WEEKLY,Henkel ACC NA
20,235,12.0,BI_MONTHLY,Henkel ACC NA
21,476,11.0,DAILY,Henkel ACC NA
22,327,0.0,DAILY,Henkel ACC NA
24,81,3.0,WEEKLY,Henkel ACC NA
25,83,41.0,WEEKLY,Henkel ACC NA
26,19,19.0,WEEKLY,Henkel ACC NA
30,1267,4.0,WEEKLY,Henkel ACC NA
31,2194,0.0,WEEKLY,Henkel ACC NA
32,1214,0.0,DAILY,Henkel ACC NA
34,413,5.0,DAILY,Henkel ACC NA
35,864,0.0,DAILY,Henkel ACC NA
36,20,49.0,WEEKLY,Henkel ACC NA
37,588,0.0,BI_MONTHLY,Henkel ACC NA
38,236,0.0,DAILY,Henkel ACC NA
39,111,46.0,DAILY,Henkel ACC NA
41,104,35.0,WEEKLY,Henkel ACC NA
42,164,13.0,DAILY,Henkel ACC NA
45,5,33.0,WEEKLY,Henkel ACC NA
46,22,5.0,WEEKLY,Henkel ACC NA
47,99,33.0,WEEKLY,Henkel ACC NA
48,15,52.0,WEEKLY,Henkel ACC NA
57,1,33.0,WEEKLY,Henkel ACC NA
68,8,3.0,WEEKLY,Henkel ACC NA
69,1804,1.0,DAILY,Henkel ACC NA
73,202,4.0,WEEKLY,Henkel ACC NA
74,7,54.0,WEEKLY,Henkel ACC NA
75,37,12.0,WEEKLY,Henkel ACC NA
80,115,3.0,WEEKLY,Henkel ACC NA
81,62,103.0,WEEKLY,Henkel ACC NA
82,61,5.0,WEEKLY,Henkel ACC NA
83,838,0.0,WEEKLY,Henkel ACC NA
84,70,0.0,WEEKLY,Henkel ACC NA
87,280,4.0,WEEKLY,Henkel ACC NA
88,188,4.0,BI_MONTHLY,Henkel ACC NA
89,31,34.0,WEEKLY,Henkel ACC NA
91,35,31.0,WEEKLY,Henkel ACC NA
104,602,4.0,BI_MONTHLY,Henkel ACC NA
105,122,3.0,BI_MONTHLY,Henkel ACC NA
106,59,11.0,DAILY,Henkel ACC NA
122,21,45.0,BI_MONTHLY,Henkel ACC NA
123,85,32.0,BI_MONTHLY,Henkel ACC NA
130,7,5.0,WEEKLY,Henkel ACC NA
135,39,34.0,DAILY,Henkel ACC NA
146,428,0.0,BI_MONTHLY,Henkel ACC NA
149,1,14.0,BI_MONTHLY,Henkel ACC NA
150,5,46.0,WEEKLY,Henkel ACC NA
153,13,76.0,BI_MONTHLY,Henkel ACC NA
159,30,6.0,NONE,Henkel ACC NA
161,4,33.0,NONE,Henkel ACC NA
162,1,34.0,NONE,Henkel ACC NA
163,4,26.0,NONE,Henkel ACC NA
4,869,0.0,DAILY,Henkel ACM
5,207,43.0,NONE,Henkel ACM
6,19,75.0,BI_MONTHLY,Henkel ACM
7,206,28.0,BI_MONTHLY,Henkel ACM
16,287,3.0,WEEKLY,Henkel ACM
17,168,0.0,WEEKLY,Henkel ACM
19,10,15.0,WEEKLY,Henkel ACM
20,26,24.0,WEEKLY,Henkel ACM
21,463,10.0,DAILY,Henkel ACM
22,5,29.0,WEEKLY,Henkel ACM
23,127,18.0,WEEKLY,Henkel ACM
27,63,3.0,WEEKLY,Henkel ACM
28,385,0.0,DAILY,Henkel ACM
30,51,4.0,WEEKLY,Henkel ACM
31,6,188.0,WEEKLY,Henkel ACM
32,131,34.0,DAILY,Henkel ACM
34,45,3.0,WEEKLY,Henkel ACM
35,166,0.0,WEEKLY,Henkel ACM
36,70,0.0,WEEKLY,Henkel ACM
37,20,76.0,WEEKLY,Henkel ACM
38,101,5.0,DAILY,Henkel ACM
39,28,0.0,NONE,Henkel ACM
41,26,7.0,WEEKLY,Henkel ACM
42,8,74.0,WEEKLY,Henkel ACM
43,7,11.0,WEEKLY,Henkel ACM
44,2,24.0,WEEKLY,Henkel ACM
48,18,39.0,BI_MONTHLY,Henkel ACM
50,11,30.0,BI_MONTHLY,Henkel ACM
52,7,75.0,BI_MONTHLY,Henkel ACM
53,16,38.0,BI_MONTHLY,Henkel ACM
55,29,20.0,MONTHLY,Henkel ACM
56,116,10.0,DAILY,Henkel ACM
60,10,70.0,BI_MONTHLY,Henkel ACM
61,24,84.0,WEEKLY,Henkel ACM
69,8,11.0,BI_MONTHLY,Henkel ACM
70,7,31.0,MONTHLY,Henkel ACM
71,18,39.0,WEEKLY,Henkel ACM
72,10,11.0,BI_MONTHLY,Henkel ACM
73,10,17.0,WEEKLY,Henkel ACM
76,60,0.0,WEEKLY,Henkel ACM
77,36,12.0,WEEKLY,Henkel ACM
78,22,18.0,WEEKLY,Henkel ACM
79,46,0.0,WEEKLY,Henkel ACM
80,133,3.0,NONE,Henkel ACM
81,16,76.0,WEEKLY,Henkel ACM
84,16,13.0,BI_MONTHLY,Henkel ACM
85,11,5.0,NONE,Henkel ACM
88,19,82.0,BI_MONTHLY,Henkel ACM
89,21,2.0,BI_MONTHLY,Henkel ACM
92,142,8.0,BI_MONTHLY,Henkel ACM
93,6,17.0,BI_MONTHLY,Henkel ACM
96,8,85.0,BI_MONTHLY,Henkel ACM
100,16,4.0,BI_MONTHLY,Henkel ACM
101,27,3.0,WEEKLY,Henkel ACM
105,16,70.0,WEEKLY,Henkel ACM
106,17,70.0,BI_MONTHLY,Henkel ACM
107,9,6.0,BI_MONTHLY,Henkel ACM
108,25,14.0,BI_MONTHLY,Henkel ACM
110,14,21.0,BI_MONTHLY,Henkel ACM
111,10,46.0,BI_MONTHLY,Henkel ACM
113,35,4.0,BI_MONTHLY,Henkel ACM
114,5,18.0,BI_MONTHLY,Henkel ACM
115,37,26.0,BI_MONTHLY,Henkel ACM
118,21,7.0,BI_MONTHLY,Henkel ACM
119,23,19.0,WEEKLY,Henkel ACM
120,5,31.0,BI_MONTHLY,Henkel ACM
121,13,18.0,BI_MONTHLY,Henkel ACM
123,6,75.0,BI_MONTHLY,Henkel ACM
124,21,5.0,BI_MONTHLY,Henkel ACM
126,27,4.0,WEEKLY,Henkel ACM
127,61,11.0,DAILY,Henkel ACM
130,29,21.0,WEEKLY,Henkel ACM
132,30,21.0,BI_MONTHLY,Henkel ACM
137,6,81.0,BI_MONTHLY,Henkel ACM
138,62,4.0,WEEKLY,Henkel ACM
141,9,25.0,WEEKLY,Henkel ACM
143,53,5.0,BI_MONTHLY,Henkel ACM
153,10,80.0,BI_MONTHLY,Henkel ACM
154,58,52.0,MONTHLY,Henkel ACM
155,17,41.0,BI_MONTHLY,Henkel ACM
158,57,0.0,MONTHLY,Henkel ACM
161,53,7.0,BI_MONTHLY,Henkel ACM
163,29,63.0,BI_MONTHLY,Henkel ACM
165,14,0.0,WEEKLY,Henkel ACM
167,185,5.0,DAILY,Henkel ACM
